V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,Signal
131.899,27.907,81.375,195.669,5.956,2518.856,-8.772,1.181,0.305,402.051,0.809,0.599,0.988,78.631,-0.024,-0.714,63.619,-0.636,0.297,93.539,0.661,472.416,150.763,2.667,2.679,109.039,-3.289,-2.146,259.802,1
96.879,2.137,57.976,119.908,2.526,313.384,-1.477,1.703,8.305,264.5,1.965,1.038,0.48,25.497,-0.511,1.735,50.089,-1.426,-3.112,63.214,3.133,336.396,134.788,0.919,-0.571,54.127,-1.607,1.362,188.915,0
285.554,134.876,198.864,70.415,1.293,126.723,0.904,3.218,80.161,307.556,1.332,1.398,0.345,67.068,-1.013,-2.362,89.307,0.483,1.071,63.083,-2.979,423.226,56.37,0.503,2.987,47.533,1.796,-0.055,151.181,0
126.495,14.334,92.947,91.241,4.878,844.08,-5.699,1.823,10.9,266.038,0.543,1.403,0.589,77.106,1.664,2.517,41.855,2.275,-2.049,10.046,-2.763,359.8,77.199,-1.939,-1.026,69.879,2.939,0.831,147.078,1
207.879,14.954,124.38,49.407,1.584,124.093,3.208,2.802,41.277,260.142,0.536,1.335,0.811,83.3,1.769,1.382,44.648,2.32,-2.154,48.65,-2.476,364.408,52.639,1.166,1.189,41.045,2.75,-1.736,132.193,0
122.858,31.642,48.623,184.861,0.899,97.927,-0.18,1.287,50.537,367.034,0.755,1.386,0.041,46.591,-0.876,0.628,35.175,-0.952,-0.657,120.429,-0.166,379.319,176.222,-0.598,3.131,58.561,0.301,3.041,285.267,1
116.607,19.092,79.702,185.478,5.53,1494.685,-6.888,1.285,1.481,324.555,2.072,1.364,0.81,41.96,-0.664,3.05,86.961,0.4,2.331,63.783,2.588,278.063,123.424,1.895,-0.815,72.21,-3.635,-0.168,195.634,1
118.487,8.762,75.859,37.415,3.541,245.581,-2.8,2.562,3.832,164.892,0.6,1.302,0.96,50.932,-0.385,1.662,30.57,-0.22,-0.895,24.03,-0.57,175.91,50.122,-2.349,-2.101,33.267,1.192,1.789,83.389,1
127.819,54.09,86.723,171.556,5.56,1098.675,-6.607,1.427,0.569,302.779,0.507,1.053,0.827,87.389,0.695,-2.598,44.34,-0.152,2.538,60.459,-2.646,347.291,136.877,-1.721,0.296,34.173,3.839,0.251,171.05,1
143.485,6.452,79.358,154.504,4.327,663.081,-4.065,1.549,1.64,295.67,0.801,0.901,0.844,62.764,0.216,-2.342,50.295,-0.107,2.426,91.412,2.33,355.804,141.496,2.949,-0.635,41.115,-1.379,0.756,182.611,1
111.996,61.029,83.481,48.64,0.524,50.588,3.397,2.219,0.657,158.096,0.869,-0.332,0.007,49.083,-0.846,-0.054,42.644,-1.278,2.123,22.544,-0.662,133.761,34.334,-1.599,-2.011,32.035,-2.124,2.761,66.369,0
112.049,38.298,71.485,118.921,1.607,81.529,0.228,1.661,27.975,184.678,0.571,1.304,0.072,59.348,-0.559,-0.806,33.887,0.37,0.571,45.298,-0.45,315.353,56.516,-1.738,2.834,34.926,-0.131,2.767,91.442,0
114.285,23.009,50.617,207.382,4.665,998.956,-5.431,1.168,16.54,282.455,1.177,1.246,0.999,38.228,1.071,1.062,44.982,-0.028,0.664,126.184,0.97,357.135,118.631,2.232,-2.189,80.614,-2.433,-2.43,199.245,1
151.794,70.126,111.703,31.55,1.057,396.606,0.989,3.012,51.64,549.868,1.749,-1.319,0.001,23.992,2.248,0.609,41.957,-0.243,-1.085,44.859,-2.967,607.595,217.943,1.654,1.283,136.243,0.598,-1.812,483.919,0
138.24,42.809,89.433,52.751,3.416,273.781,-2.147,3.125,47.314,169.385,0.738,1.414,0.922,41.502,0.066,2.112,30.626,-1.364,-1.393,39.088,-2.727,142.247,51.106,0.83,0.191,46.152,-2.586,-1.926,97.258,1
219.505,87.608,103.44,116.693,1.085,84.555,-0.201,2.496,3.286,213.644,2.831,1.222,0.947,23.769,-1.662,1.478,67.29,0.179,-0.207,66.948,1.215,253.043,74.124,-0.237,-2.749,48.461,0.848,-1.987,122.585,0
112.365,25.799,80.539,51.838,3.599,242.538,-2.606,3.118,30.811,166.693,2.071,-1.413,0.962,27.006,-0.098,1.197,55.936,0.44,-1.874,26.613,-2.556,162.922,51.565,-1.004,0.943,32.187,2.595,1.728,83.752,1
49.632,55.104,32.957,77.23,2.891,275.736,-1.945,1.227,31.749,196.598,1.435,0.447,0.911,23.205,-0.513,0.651,33.297,0.061,1.735,43.982,0.127,444.298,96.989,1.065,-2.948,43.107,-1.825,-1.385,140.096,0
151.371,2.502,85.032,68.242,3.802,288.952,-3.607,3.102,30.128,202.127,1.199,0.518,0.689,35.553,0.209,-1.001,42.62,1.074,2.303,60.725,2.254,276.624,48.274,-1.987,0.372,38.269,1.815,-1.318,123.954,1
122.295,31.437,96.114,112.785,2.351,141.945,-1.04,2.157,22.904,232.749,4.076,1.39,0.697,26.559,-0.878,2.163,108.244,-1.29,-2.003,17.519,-2.741,153.562,59.345,0.591,0.535,38.601,-1.759,0.888,97.946,0
104.206,1.531,72.872,20.513,0.119,64.725,2.348,2.758,48.774,154.4,1.159,1.177,0,33.133,-0.332,-1.438,38.41,-0.931,2.153,5.491,2.258,281.157,44.795,-1.593,-2.1,38.062,-1.474,-0.351,82.857,1
75.995,28.601,50.463,66.739,2.395,311.257,-1.428,1.802,1.162,247.072,1.269,1.413,0.671,28.536,-0.925,-2.817,36.223,-0.838,-1.017,26.391,-1.978,242.638,119.759,-1.279,1.689,62.553,1.116,-1.034,182.312,0
128.788,10.299,52.857,280.947,3.861,940.737,-3.669,0.883,80.814,543.44,0.377,0.827,0.975,99.351,0.944,2.884,37.48,0.547,-2.61,170.652,-2.481,645.59,208.292,-1.689,0.214,92.761,2.172,-0.222,406.609,1
168.273,126.861,129.709,157.583,1.378,420.384,-0.223,2.91,12.828,575.202,4.846,1.414,0.289,29.617,-1.371,-1.056,143.524,-1.27,2.318,76.701,-2.666,715.896,258.559,-1.191,-0.11,111.619,0.187,-2.882,402.061,0
80.693,12.537,54.925,53.375,2.519,197.353,0.744,2.185,22.932,159.07,1.113,1.395,0.002,23.383,0.006,-1.85,26.032,-1.578,-0.345,17.318,-0.944,225.878,57.428,0.267,1.161,52.228,2.787,2.839,109.656,0
134.378,32.139,99.916,74.543,4.376,472.395,-4.553,2.302,33.57,192.337,1.489,0.015,0.879,31.919,2.277,0.063,47.524,0.304,-1.122,25.378,-2.084,254.862,77.737,1.704,2.066,35.158,-2.672,-0.853,112.894,1
80.621,35.924,59.545,126.083,1.25,77.456,3.139,1.139,35.92,210.338,1.748,1.207,0.923,40.607,1.135,1.826,70.969,1.702,0.838,29.188,1.65,328.65,57.017,1.254,-2.163,41.745,2.504,-1.324,98.762,0
83.883,0.533,63.35,76.236,6.214,1355.901,-8.164,1.481,25.753,237.643,1.247,1.05,0.654,38.87,1.752,2.745,48.486,0.805,-2.399,2.762,-2.445,278.937,119.675,1.887,0.528,30.612,-4.327,-2.624,150.287,0
136.952,55.927,89.522,107.181,0.016,198.243,0.768,2.158,27.565,308.086,0.804,1.282,0,48.328,0.015,3.128,38.862,-1.296,-1.442,51.483,-2.792,384.156,157.819,-0.884,1.059,63.077,-0.868,-1.656,220.896,1
117.099,13.059,76.023,112.048,2.295,166.887,-1.313,2.384,47.668,272.546,2.841,0.601,0.997,23.9,-0.263,-0.211,67.888,0.124,-2.563,62.157,-2.765,311.827,60.687,1.208,0.271,44.608,-1.087,1.9,180.758,1
132.975,72.784,96.065,79.356,0.694,110.085,2.933,2.115,10.073,237.683,1.383,1.19,0.146,45.764,-0.77,0.077,63.302,-1.266,-1.98,32.921,-0.134,263.712,79.968,-1.4,2.793,48.649,-2.095,0.966,128.617,1
86.121,60.073,62.528,66.867,0.469,153.777,3.31,1.95,25.974,229.793,0.706,0.006,0,39.655,0.842,-2.855,27.983,-0.335,1.874,37.97,-2.066,365.373,109.251,1.6,0.282,52.904,2.069,-2.335,162.155,0
150.552,90.202,81.325,24.531,2.626,231.474,-1.711,3.134,34.967,202.856,2.969,1.406,0.987,21.808,0.848,-2.226,64.745,0.036,0.801,33.871,-1.796,367.78,62.918,-1.429,-2.228,53.384,1.197,0.659,116.302,0
66.847,44.076,50,28.236,0.062,55.628,0.529,2.037,3.279,118.682,1.595,-1.256,0,21.763,-1.088,2.172,34.706,-1.925,-2.255,26.993,-0.647,207.592,32.197,-0.697,2.071,30.015,-0.759,-0.012,62.212,0
66.995,61.407,50.869,171.222,4.202,825.56,-4.195,0.995,29.729,346.862,5.591,0.734,0.526,21.554,0.497,-1.445,120.507,1.214,-0.755,43.168,-1.634,291.678,119.252,-2.57,2.585,85.548,1.632,1.061,204.801,0
442.924,149.559,366.025,86.222,1.075,231.933,-0.056,3.977,29.258,384.342,4.433,-0.946,0.017,29.533,1.961,-2.175,130.922,-1.568,-0.342,42.739,2.85,508.563,115.495,-1.021,1.406,108.392,0.055,-2.813,223.887,0
126.618,24.953,93.968,131.544,2.955,294.508,-2.136,1.937,1.001,274.269,3.368,1.309,0.982,29.95,-0.209,0.032,100.865,0.415,-1.802,34.28,-1.374,379.604,89.803,1.694,1.986,53.651,-1.261,1.116,143.454,1
130.773,0.306,62.221,167.613,4.885,786.87,-5.236,2.083,0.733,238.431,2.3,0.996,0.997,21.29,1.807,0.65,48.972,0.721,2.427,121.762,2.431,261.677,132.252,-1.588,-0.833,35.917,3.296,-0.863,168.169,1
100.341,28.203,48.817,104.245,5.392,1333.45,-7.04,1.825,3.408,241.704,0.779,1.389,1,34.901,0.63,-1.86,27.178,0.492,-0.04,67.582,-0.711,356.659,91.727,-2.217,-3.07,87.899,3.175,1.268,179.626,1
125.011,6.677,80.291,134.045,3.019,409.023,-1.681,2.094,50.406,336.637,2.86,0.889,0.853,26.151,-0.53,-0.912,74.793,0.172,-2.885,68.599,-2.978,282.437,119.254,2.283,-0.551,65.314,-0.736,1.424,235.693,1
70.63,7.692,31.182,206.26,0.525,68.214,0.318,0.714,17.345,285.468,0.61,1.358,0,55.26,0.74,1.807,33.725,1.365,1.463,118.729,1.585,315.276,109.24,-0.884,-1.744,87.243,-0.36,-1.359,196.483,0
153.316,24.15,101.128,158.604,0.805,63.057,0.067,1.717,39.11,262.337,0.405,1.414,0,91.257,-0.836,-3.044,36.959,-2.104,2.081,48.474,2.66,305.361,75.204,-0.881,-0.64,58.918,-0.076,-0.304,134.121,1
146.676,5.861,96.481,46.55,3.931,411.111,-3.814,2.525,6.331,229.023,0.504,1.236,0.958,70.317,-0.172,-2.802,35.469,0.187,-0.303,20.402,-0.521,306.062,86.36,-2.187,1.136,36.877,1.744,-1.998,123.237,1
58.752,22.503,43.757,41.917,4.003,401.659,-3.106,1.542,4.458,172.304,1.017,-1.111,0.564,29.151,1.607,2.79,29.638,2.462,-2.209,6.162,-0.242,207.291,76.301,2.949,0.627,37.214,-1.053,-2.347,113.515,0
126.728,19.99,93.801,137.161,1.121,90.655,-0.09,1.481,5.399,298.089,0.466,1.401,0.441,101.813,-0.98,-0.264,47.452,-0.981,-1.745,22.937,-1.13,347.764,111.172,-1.034,2.228,37.652,0.087,2.912,148.824,1
260.668,89.82,222.657,183.673,3.201,415.905,-0.839,2.133,77.444,439.817,2.152,-0.018,0.951,60.089,0.414,2.745,129.331,-1.673,-3.095,24.493,1.34,384.636,146.69,-2.913,-0.685,51.904,0.288,-0.466,250.397,0
103.903,18.047,65.199,38.318,2.642,287.85,0.919,2.646,2.655,210.481,0.913,1.386,0.896,35.027,-2.281,-0.828,31.967,-2.07,1.81,24.865,1.158,251.464,78.946,-0.311,-1.361,64.541,-2.953,2.244,143.487,0
134.498,39.49,69.074,129.379,1.793,274.438,1.04,1.806,44.174,359.208,0.71,0.209,0.01,48.685,-0.3,0.605,34.591,0.573,-0.976,116.229,-1.609,406.613,169.95,-2.254,1.934,56.425,-0.461,-0.555,275.932,0
84.021,13.682,42.822,124.182,1.784,201.364,-0.696,1.228,7.9,241.562,0.539,0.647,0.253,48.298,0.623,-1.982,26.013,1.36,-1,73.724,-0.686,338.035,112.264,1.207,1.508,54.986,-0.576,-3.035,167.251,0
120.629,19.283,86.678,34.945,1.107,118.276,0.058,2.307,24.631,199.153,0.701,-0.79,0.434,55.322,0.632,2.359,38.799,1.109,0.103,17.798,-0.649,280.11,61.072,0.05,-2.012,43.961,1.157,1.579,105.033,1
176.125,158.494,156.056,245.501,2.12,393.934,5.315,1.837,25.651,569.457,9.96,-0.003,0.014,23.471,1.498,-2.995,233.781,-0.339,-3.004,39.222,-1.055,660.784,242.439,-1.477,0.675,69.766,-3.598,-1.157,312.205,0
75.272,34.298,54.155,52.932,5.029,500.564,-6.277,1.636,31.302,156.845,0.719,-0.319,0.601,42.872,1.102,1.532,30.808,1.58,-0.033,40.232,-1.05,165.82,50.186,2.3,-3.002,32.979,-2.729,-2.278,83.165,0
23.723,63.087,16.3,60.993,3.594,463.788,-1.911,0.607,42.462,240.39,1.716,-0.033,0.768,20.154,-1.501,-3.055,34.581,-2.072,-2.849,43.724,1.542,319.362,85.294,-2.945,-0.634,65.347,0.649,2.637,185.655,0
85.027,83.956,70.958,37.171,0.519,111.188,5.424,1.942,3.641,188.387,2.683,-1.184,0,20.666,1.351,1.029,55.442,-0.314,2.028,31.98,-1.271,195.79,57.134,2.603,-2.725,55.146,2.084,-0.273,112.28,0
125.751,33.282,65.353,129.672,2.572,234.573,-0.541,1.702,4.605,227.289,0.558,1.409,0.438,57.01,-0.358,-1.713,31.799,0.115,-0.078,68.594,-0.807,296.786,72.521,-2.34,1.919,65.959,0.231,2.436,138.48,0
136.977,50.915,77.556,125.268,5.064,824.309,-6.116,2.034,3.524,246.678,0.493,1.311,0.764,57.824,0.734,0.798,28.489,1.858,2.493,64.11,1.217,310.522,126.49,-1.989,-1.599,33.876,3.075,2.971,160.365,1
111.177,10.346,55.715,114.836,1.824,142.765,1.382,2.074,2.71,200.397,1.551,1.168,0.434,25.552,-1.909,-1.911,39.635,-2.321,0.121,81.584,-0.061,230.77,99.106,-0.576,-3.072,36.104,-2.4,2.022,135.211,0
95.161,59.805,58.603,402.874,1.464,297.536,-0.502,0.533,74.82,715.865,0.315,0.634,0.396,196.697,0.574,-1.619,61.87,0.889,-1.189,152.823,-1.814,789.42,244.431,0.917,1.849,126.189,-0.547,1.329,457.297,0
108.164,18.123,68.468,85.051,2.05,168.043,3.791,2.103,33.366,197.83,1.338,1.298,0.017,33.568,-0.533,-0.935,44.898,-0.133,-2.999,45.279,-2.595,308.582,71.882,-1.175,0.521,47.481,-3.225,2.19,119.363,0
91.344,44.161,50.412,118.819,3.62,406.29,1.639,1.531,0.513,220.876,2.082,1.413,0.914,25.192,1.73,1.254,52.452,1.675,2.784,61.641,1.987,221.915,97.546,0.407,-0.604,45.686,4.027,-1.896,143.232,1
92.255,25.492,77.103,213.358,1.392,202.14,-0.315,0.934,8.486,448.922,4.282,1.307,0.021,40.91,-2.15,3.071,175.163,-1.782,2.213,10.102,2.829,497.238,150.114,0.285,-0.415,82.735,-1.107,-1.446,232.849,0
114.005,24.978,68.679,78.843,5.547,654.408,-7.582,2.31,19.236,159.542,1.239,1.356,0.793,33.404,-1.302,-1.117,41.395,-1.001,2.877,48.255,-2.84,251.072,53.038,-2.44,0.621,31.704,3.108,0.736,84.742,0
165.944,88.621,125.993,65.503,2.749,177.501,-1.15,2.214,36.26,249.157,1.627,0.011,1,55.205,0.909,-1.543,89.837,0.862,2.527,23.098,-1.083,261.463,73.907,2.235,0.522,30.207,-0.514,0.05,104.114,0
73.669,31.821,48.222,64.011,3.433,341.556,-2.827,1.814,51.817,227.562,1.341,1.355,0.546,25.175,-2.409,3.012,33.76,-1.68,1.351,25.496,2.498,295.578,64.066,1.371,-1.128,60.799,-2.062,-0.137,168.627,0
120.522,14.317,64.153,213.071,0.627,96.442,-0.091,1.174,169.92,615.412,0.221,1.327,0.359,119.171,0.374,-1.015,26.391,-0.231,-0.009,85.451,-0.311,676.734,197.317,-0.227,1.87,100.67,0.4,1.976,469.85,1
66.741,16.936,51.485,230.17,3.706,710.924,-2.8,0.601,48.283,637.972,0.205,0.213,0.712,190.095,0.054,0.921,39.041,-0.285,0.425,12.689,-0.356,754.714,157.474,-1.057,-2.211,82.764,2.649,-2.042,408.837,0
93.089,20.125,64.874,74.457,3.463,323.175,-2.486,1.72,1.782,218.17,0.731,1.414,0.802,50,1.628,-0.443,36.554,1.53,-2.161,17.297,-1.337,218.321,101.475,2.448,2.088,30.141,-1.016,-0.786,131.616,0
105.071,20.195,53.73,172.134,0.848,92.683,0.129,1.714,4.966,256.135,2.775,1.212,0.702,21.168,0.021,-1.484,58.748,0.304,3.109,112.346,-2.925,296.149,91.003,0.98,0.015,85.216,0.132,0.563,176.219,1
153.641,22.304,115.753,177.661,2.287,283.859,-0.08,2.201,14.941,396.074,6.215,1.239,0.782,22.921,-0.624,1.28,142.461,0.541,-3.136,40.413,2.852,649.935,120.368,2.252,-0.411,77.574,-0.036,0.369,230.692,0
98.978,1.666,56.334,79.492,0.885,147.684,0.215,1.904,4.669,218.137,0.855,1.042,0.99,37.191,-0.365,-1.186,31.804,-0.596,0.704,50.035,0.662,243.173,75.611,-0.199,2.328,73.531,-1.083,-1.865,149.142,1
82.11,27.286,55.558,9.223,6.822,1031.755,-11.181,2.93,25.176,123.967,0.934,-1.354,0.525,28.904,2.077,1.791,26.987,2.062,-1.562,6.992,1.346,136.902,34.926,-4.086,-1.559,33.149,2.736,0.58,68.075,0
99.755,6.129,67.861,42.214,2.658,228.575,-0.885,2.381,46.492,226.42,1.067,0.616,0.564,33.713,1.255,-0.654,35.976,1.944,-2.932,23.252,3.139,289.054,70.698,2.268,-0.974,44.777,-0.39,1.987,156.73,0
108.961,27.864,82.279,31.729,1.991,138.067,-0.99,3.088,33.809,214.021,1.805,-1.414,0.982,30.262,0.426,0.766,54.614,0.113,-2.306,12.965,2.875,233.95,49.278,0.973,2.273,45.047,-1.018,0.196,129.144,1
117.974,86.944,81.03,672.504,0.299,176.264,1.768,0.646,54.516,1193.852,9.446,1.085,0,40.425,0.57,0.969,381.84,0,1.272,256.876,0.994,1289.241,570.967,-1.487,-2.135,82.011,-1.189,-1.491,771.586,1
118.855,28.757,81.349,105.736,4.619,480.078,-4.658,1.927,29.699,202.334,1.815,1.354,0.997,36.594,-1.164,2.023,66.401,-0.946,0.108,41.631,0.662,194.315,63.544,-3.132,-2.106,35.796,1.487,2.764,99.34,1
83.788,25.584,54.857,65.809,0.123,179.024,0.061,2.039,47.64,301.872,1.524,1.401,0,25.463,1.215,2.999,38.796,0.715,-1.308,28.832,-2.093,389.236,91.704,-0.316,2.096,87.43,-0.193,-0.839,237.613,0
104.561,17.47,61.077,57.271,2.016,96.167,-0.561,2.751,2.391,130.745,1.335,-0.852,0.998,25.443,-1.445,2.634,33.978,-0.723,-0.995,49.6,-0.566,159.416,40.866,0.334,1.705,30.458,-1.682,3.094,71.324,1
125.01,5.671,73.984,11.6,3.543,589.254,-3.038,2.818,2.954,274.562,0.486,-0.436,0.879,53.636,0.804,0.851,26.05,0.951,-2.617,26.33,-2.4,309.139,100.857,2.088,-2.059,94.019,-1.455,0.997,194.876,1
69.929,87.612,43.616,51.026,1.188,132.163,-0.284,1.74,9.249,183.631,1.62,-0.361,0,22.407,1.855,1.819,36.297,1.878,-2.725,56.058,0.899,225.751,88.58,-0.856,-1.694,36.347,0.332,0.968,124.927,0
130.678,44.986,89.642,33.594,3.864,435.032,1.672,3.107,3.643,205.668,0.642,-1.299,0.76,50.346,-0.364,-2.101,32.316,-1.314,1.224,15.711,-1.799,255.522,62.716,-0.393,-0.254,60.29,-4.257,2.397,123.006,1
113.5,20.919,73.751,194.689,2.007,360.465,-0.387,1.143,2.912,433.82,1.3,1.3,1,58.343,1.327,-2.501,75.862,0.8,-1.487,77.677,-1.76,466.082,241.753,-0.216,1.117,57.862,1.791,-2.643,299.615,1
81.988,0.368,50.563,55.862,4.554,551.207,-5.182,2.335,28.171,168.779,1.54,0.985,0.435,22.124,-2.22,1.634,34.07,-2.124,-2.316,34.832,-2.306,276.653,61.915,2.231,1.548,50.669,-2.323,-1.135,112.584,0
148.957,96.725,125.503,67.251,0.001,29.406,2.631,2.566,25.353,166.765,3.325,-0.38,0,21.605,-1.743,0.913,71.827,0.696,0.114,35.543,2.668,198.166,40.602,1.623,-2.427,32.73,1.622,-1.694,73.333,0
68.067,114.486,54.045,156.162,1.626,281.632,0.856,0.859,2.852,378.939,2.568,0.164,0.345,39.629,0.889,-0.61,101.757,0.393,0.092,61.827,-1.521,442.056,126.812,2.044,-2.888,110.742,0.419,1.7,237.553,0
78.975,22.134,48.735,56.147,5.521,1235.827,-7.355,2.314,6.294,213.768,1.432,1.386,0.96,21.437,1.676,1.056,30.702,1.072,-2.993,31.831,2.566,267.454,102.371,3.276,-0.02,59.258,-2.246,-2.738,161.629,1
94.942,32.937,55.559,78.488,0.266,23.347,3.257,1.962,39.024,186.715,0.819,1.414,0,36.347,-1.451,-0.923,29.752,-1.864,0.995,40.247,0.003,230.485,44.325,1.942,-2.897,39.337,1.677,-2.48,120.616,1
131.035,21.492,73.41,194.481,3.39,395.501,-2.478,1.203,2.617,335.462,0.462,1.337,1,94.906,-0.882,-2.962,43.837,-0.639,2.143,80.945,2.506,404.676,162.295,1.067,-0.45,34.424,-2.323,0.02,196.719,1
87.824,53.593,66.915,61.717,0.505,152.647,0.425,1.752,13.791,228.844,1.234,-0.332,0.999,32.644,-2.153,-1.095,40.275,-0.693,-2.064,37.681,2.702,277.699,100.685,-0.446,0.707,55.241,-0.951,-2.799,155.926,0
92.503,7.71,67.498,126.51,2.589,336.893,-0.822,1.282,25.597,294.272,1.374,1.263,0.188,44.016,-0.278,1.272,60.474,0.75,0.507,29.59,0.69,273.605,129.621,0.37,-2.027,60.161,-2.218,2.11,189.782,0
165.553,45.532,122.51,62.324,1.684,120.435,3.48,2.959,31.306,230.512,2.164,1.414,0.923,33.719,0.385,-0.901,72.961,1.808,1.694,20.286,0.428,181.571,50.445,1.205,-1.712,41.509,2.889,2.484,123.833,0
289.604,67.838,188.798,34.166,1.089,103.835,1.604,4.692,18.27,148.367,1.088,-1.354,0,27.694,-1.783,2.957,30.14,1.925,0.081,38.958,-2.775,223.203,53.255,-1.923,-0.342,37.278,-0.834,2.674,90.533,0
76.307,117.145,60.856,55.273,1.979,112.251,-0.612,1.752,49.108,202.847,3.528,-0.221,0.12,21.068,0.788,1.764,74.336,0.837,-2.768,50.03,0.938,336.042,37.327,0.384,-0.759,37.143,-1.595,1.638,107.443,0
73.739,2.797,48.071,36.309,5.943,714.387,-8.578,2.342,19.489,125.572,1.253,0.809,0.913,23.044,-1.73,-1.279,28.872,-1.396,2.687,20.169,2.571,159.985,40.917,2.471,-0.511,32.739,-3.471,0.991,73.656,1
115.004,63.904,72.029,24.695,4.596,530.279,-5.177,2.652,1.783,182.608,2.115,0.653,0.618,24.643,-0.699,0.377,52.117,-1.27,-2.213,20.491,0.506,156.827,57.264,-1.974,1.016,48.584,2.623,-2.534,105.848,1
130.245,9.093,88.213,159.084,2.103,194.67,-0.816,1.47,29.265,332.318,0.941,0.409,0.887,56.717,-0.56,-1.635,53.383,0.902,-1.478,50.448,-1.303,409.981,148.518,1.589,1.837,38.72,-0.513,1.404,222.218,1
125.802,48.482,103.586,127.916,4.999,716.293,-4.625,1.409,2.564,285.73,1.029,0.024,0.692,73.799,0.628,3.101,75.912,-0.243,1.993,10.3,-2.193,299.547,101.716,-1.226,-0.325,34.303,3.774,-1.067,136.019,1
117.381,0.499,81.25,21.119,5.713,591.296,-7.522,3.119,25.8,140.619,1.206,1.103,0.728,33.053,0.17,-2.142,39.847,-0.812,0.819,12.846,0.797,195.262,33.906,-2.058,1.359,33.813,3.655,-1.619,67.719,0
183.424,101.548,133.15,42.449,0.272,102.146,0.272,3.613,50.291,224.828,1.71,1.408,0,32.854,-2.258,2.808,56.18,-0.244,-0.192,52.49,2.225,344.695,55.009,0.403,-2.931,45.492,0.676,0.366,135.794,0
80.986,27.091,59.547,65.577,2.935,206.848,4.81,1.826,42.028,201.872,1.85,1.4,0.117,26.956,0.032,2.336,49.863,-0.49,-2.198,14.774,3.04,193.297,52.743,-4.106,0.433,40.371,-1.171,-1.676,125.053,0
77.771,16.111,30.045,264.882,1.407,303.682,0.183,0.634,41.38,492.242,0.624,1.413,0.534,59.656,-1.883,2.125,37.25,-1.381,2.514,169.74,2.311,628.995,294.883,-1.527,-0.545,52.559,-0.12,-2.907,395.336,0
98.744,28.507,61.671,229.865,0.706,86.104,0.724,1.144,8.897,365.328,3.475,1.272,0.003,30.505,-0.057,0.162,106.008,0.058,-0.976,107.931,-0.709,486.475,136.556,0.568,2.373,92.259,1.275,2.374,228.815,1
186.357,84.464,106.965,10.849,2.257,186.66,-1.214,3.099,0.556,216.547,1.726,1.387,0.785,39.343,-0.221,2.11,67.896,0.312,-1.121,26.728,2.284,229.603,58.853,-1.372,1.409,50.454,0.885,-1.602,109.307,0
132.253,24.156,75.277,70.454,2.528,186.467,3.558,3.183,5.2,169.7,1.422,-1.295,0.994,24.721,-0.69,0.475,35.143,-2.17,-2.99,63.047,-2.471,244.191,75.818,-1.007,1.016,34.018,-3.534,-0.874,109.836,1
111.988,14.26,66.912,52.733,4.959,568.149,-6.09,2.837,57.729,235.193,1.286,-1.077,0.652,29.551,-1.669,1.876,38.016,-1.38,-1.584,45.105,-1.238,369.215,55.227,2.722,2.059,41.498,-2.237,2.492,167.626,0
83.455,9.083,45.286,184.703,0.801,84.88,0.76,0.954,34.295,335.845,1.055,1.162,0.096,47.696,1.308,-2.36,50.322,1.572,-1.443,99.114,-1.572,357.282,102.9,1.36,1.319,63.198,0.559,1.937,237.827,0
80.395,8.231,61.332,96.134,3.085,233.144,-2.347,1.196,15.292,217.17,0.641,0.443,0.554,66.947,-1.788,2.692,42.933,-1.365,1.573,5.818,1.046,276.732,70.173,1.363,-1.088,37.117,-1.722,-0.143,107.289,0
99.1,31.617,82.177,200.967,0.634,60.84,-0.1,1.332,53.431,413.918,7.892,1.403,0,23.215,-0.617,2.998,183.217,-1.074,1.747,11.032,2.466,493.004,108.543,0.298,-0.919,55.615,-0.336,-1.301,207.486,0
39.131,61.171,26.612,122.716,0.36,150.025,0.048,0.636,73.058,311.99,2.161,0.369,0,28.802,0.911,-2.015,62.233,1.103,-1.408,49.935,-2.569,541.431,118.458,0.463,0.011,69.519,0.103,1.822,220.955,0
138.14,25.834,96.318,56.644,3.326,267.356,-2.366,2.985,37.247,195.193,1.842,1.398,0.815,31.954,2.361,-0.966,58.868,1.384,1.855,27.093,1.196,328.292,65.597,-1.031,-0.736,38.774,2.295,-2.336,104.371,1
89.814,91.663,74.041,32.266,0.159,65.398,6.848,2.628,44.792,155.359,3.131,-1.406,0,21.6,1.794,-2.195,67.62,1.686,1.462,38.622,-0.763,176.646,35.164,2.698,1.091,30.975,2.538,-1.589,66.139,0
141.243,14.284,105.536,113.52,2.316,186.195,-0.805,1.911,1.022,264.783,1.886,1.233,0.967,46.856,0.317,1.773,88.383,0.52,-0.128,28.656,0.157,195.641,86.675,-0.426,-3.115,42.869,1.89,-2.074,129.544,0
87.096,1.591,54.401,55.387,3.898,455.426,-3.011,2.452,63.647,264.939,1.488,0.926,0.284,23.418,-1.634,-1.271,34.834,-1.3,2.583,36.595,2.539,276.058,102.268,-1.062,-0.553,41.39,2.836,0.795,206.687,0
